event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
459,trades,1782283558831,1782283559028676535,0.197762,buy,62730,62730,62731,1,0.005,17.34799,63,3469.598,8,0.00018,0,0.00018,17.35299,0.00001037285217129728075680329442,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53945,2394,1,same_touch_stable_enough,real_bbo_history_touch_stability,2394,1782283556437,,17.34799,,,63,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
460,trades,1782283559044,1782283559285229650,0.241283,buy,62730,62730,62731,1,0.005,17.34799,63,3469.598,9,0.00018,0,0.00018,17.35299,0.00001037285217129728075680329442,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53945,2607,1,same_touch_stable_enough,real_bbo_history_touch_stability,2607,1782283556437,,17.34799,,,63,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
461,trades,1782283559111,1782283559305497718,0.194547,buy,62730,62730,62731,1,0.005,17.34799,63,3469.598,10,0.00018,0,0.00018,17.35299,0.00001037285217129728075680329442,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,53945,2674,1,same_touch_stable_enough,real_bbo_history_touch_stability,2674,1782283556437,,17.34799,,,63,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
462,l2Book,1782283561965,1782283562263687279,0.298834,buy,62737,62737,62738,1,0.005,2.19309,21,438.618,2,0.001,0,0.001,2.19809,0.000454940425551274060661756343,touched_quote_without_depletion,,0.00025,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59473,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283561965,,2.19309,,,21,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
463,trades,1782283564465,1782283564656639322,0.191773,buy,62737,62737,62738,1,0.005,2.19309,21,438.618,1,0.001,0,0.001,2.19809,0.000454940425551274060661756343,touched_quote_without_depletion,,0.00025,False,missing_same_side_strict_through_support,11,54083,2500,1,same_touch_stable_enough,real_bbo_history_touch_stability,2500,1782283561965,,2.19309,,,21,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
464,trades,1782283564863,1782283565010624604,0.147696,buy,62737,62737,62738,1,0.005,2.19309,21,438.618,2,0.03008,0,0.03008,2.19809,0.0136846080005823237447056308,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54083,2898,1,same_touch_stable_enough,real_bbo_history_touch_stability,2898,1782283561965,,2.19309,,,21,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
465,trades,1782283565279,1782283565545074583,0.266183,buy,62737,62737,62738,1,0.005,2.19309,21,438.618,6,0.03008,0,0.03008,2.19809,0.0136846080005823237447056308,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54083,3314,1,same_touch_stable_enough,real_bbo_history_touch_stability,3314,1782283561965,,2.19309,,,21,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
466,trades,1782283566067,1782283566371074215,0.304172,buy,62737,62737,62738,1,0.005,2.19309,21,438.618,8,0.03008,0,0.03008,2.19809,0.0136846080005823237447056308,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54083,4102,1,same_touch_stable_enough,real_bbo_history_touch_stability,4102,1782283561965,,2.19309,,,21,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
467,l2Book,1782283567366,1782283567668833912,0.302929,buy,62737,62737,62738,1,0.005,0.00255,3,0.51,8,0.03008,0,0.03008,0.00755,3.984105960264900662251655629,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,12,59484,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,5401,1782283561965,2.19309,0.00255,-2.19054,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
468,trades,1782283568036,1782283568302493725,0.266581,buy,62737,62737,62738,1,0.005,0.00255,3,0.51,7,0,0,0,0.00755,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,54080,670,2,same_touch_stable_enough,real_bbo_history_touch_stability,6071,1782283561965,2.19309,0.00255,-2.19054,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
469,trades,1782283569068,1782283569400414309,0.332533,buy,62737,62737,62738,1,0.005,0.00255,3,0.51,2,0,0,0,0.00755,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,54080,1702,2,same_touch_stable_enough,real_bbo_history_touch_stability,7103,1782283561965,2.19309,0.00255,-2.19054,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
470,trades,1782283569366,1782283569582882954,0.216954,buy,62737,62737,62738,1,0.005,0.00255,3,0.51,7,0.02,0,0.02,0.00755,2.649006622516556291390728477,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,54080,2000,2,same_touch_stable_enough,real_bbo_history_touch_stability,7401,1782283561965,2.19309,0.00255,-2.19054,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
471,l2Book,1782283572786,1782283573104683598,0.31883,buy,62737,62737,62738,1,0.005,2.13646,16,427.292,0,0,0,0,2.14146,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,59500,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,10821,1782283561965,2.19309,2.13646,-0.05663,21,16,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
472,trades,1782283574007,1782283574258758566,0.25186,buy,62737,62737,62738,1,0.005,2.13646,16,427.292,5,0.00545,0,0.00545,2.14146,0.002544992668553230039318969301,touched_quote_without_depletion,,0.00136,False,missing_same_side_strict_through_support,11,54066,1221,3,same_touch_stable_enough,real_bbo_history_touch_stability,12042,1782283561965,2.19309,2.13646,-0.05663,21,16,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
473,trades,1782283575811,1782283576003458437,0.192592,buy,62737,62737,62738,1,0.005,2.13646,16,427.292,6,0.00545,0,0.00545,2.14146,0.002544992668553230039318969301,touched_quote_without_depletion,,0.00136,False,missing_same_side_strict_through_support,11,54066,3025,3,same_touch_stable_enough,real_bbo_history_touch_stability,13846,1782283561965,2.19309,2.13646,-0.05663,21,16,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
474,trades,1782283576289,1782283576485664009,0.196742,buy,62737,62737,62738,1,0.005,2.13646,16,427.292,7,0.00545,0,0.00545,2.14146,0.002544992668553230039318969301,touched_quote_without_depletion,,0.00136,False,missing_same_side_strict_through_support,11,54066,3503,3,same_touch_stable_enough,real_bbo_history_touch_stability,14324,1782283561965,2.19309,2.13646,-0.05663,21,16,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
475,trades,1782283577156,1782283577398589226,0.242682,buy,62737,62737,62738,1,0.005,2.13646,16,427.292,3,0,0,0,2.14146,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,54066,4370,3,same_touch_stable_enough,real_bbo_history_touch_stability,15191,1782283561965,2.19309,2.13646,-0.05663,21,16,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
476,trades,1782283578034,1782283578311934101,0.27802,buy,62737,62737,62738,1,0.005,2.13646,16,427.292,5,0.00107,0,0.00107,2.14146,0.0004996591110737534205635407619,touched_quote_without_depletion,,0.00026,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,11,54066,5248,3,last_l2_too_old,real_bbo_history_stale,16069,1782283561965,2.19309,2.13646,-0.05663,21,16,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,block,last_l2_too_old,last_l2_too_old,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
477,l2Book,1782283578166,1782283578481721877,0.315793,buy,62737,62737,62738,1,0.005,0.00148,3,0.296,5,0.00107,0,0.00107,0.00648,0.1651234567901234567901234568,touched_quote_without_depletion,,0.00026,False,missing_same_side_strict_through_support,12,59446,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,16201,1782283561965,2.19309,0.00148,-2.19161,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
478,trades,1782283578303,1782283578555313055,0.252371,buy,62737,62737,62738,1,0.005,0.00148,3,0.296,6,0.00124,0,0.00124,0.00648,0.1913580246913580246913580247,touched_quote_without_depletion,,0.00031,False,missing_same_side_strict_through_support,12,59446,137,4,same_touch_stable_enough,real_bbo_history_touch_stability,16338,1782283561965,2.19309,0.00148,-2.19161,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
479,trades,1782283578371,1782283578596499980,0.225619,buy,62737,62737,62738,1,0.005,0.00148,3,0.296,16,0.00124,0.01123,0.01247,0.00648,1.924382716049382716049382716,depleted_top_plus_order_proxy,quality_a,0.00311,True,,12,59446,205,4,same_touch_stable_enough,real_bbo_history_touch_stability,16406,1782283561965,2.19309,0.00148,-2.19161,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
480,trades,1782283578436,1782283578689076744,0.253139,buy,62737,62737,62738,1,0.005,0.00148,3,0.296,17,0.00124,0.0114,0.01264,0.00648,1.950617283950617283950617284,depleted_top_plus_order_proxy,quality_a,0.00316,True,,12,59446,270,4,same_touch_stable_enough,real_bbo_history_touch_stability,16471,1782283561965,2.19309,0.00148,-2.19161,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,edge_below_required_buffer,pass,,block,edge_below_required_buffer,62712.5,-24.5,18,False,False,False
481,trades,1782283578708,1782283579013461934,0.305573,buy,62737,62737,62738,1,0.005,0.00148,3,0.296,21,0.00124,0.01488,0.01612,0.00648,2.487654320987654320987654321,depleted_top_plus_order_proxy,quality_a,0.00403,True,,12,59446,542,4,same_touch_stable_enough,real_bbo_history_touch_stability,16743,1782283561965,2.19309,0.00148,-2.19161,21,3,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,edge_below_required_buffer,pass,,block,edge_below_required_buffer,62737.5,0.5,214,False,False,False
