event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,exchange_time_delta_from_previous_ms,local_receive_delta_from_previous_ms,exchange_time_regressed_from_previous,previous_l2_event_sequence,previous_l2_exchange_time_ms,latest_l2_age_ms_by_exchange_time,previous_trade_event_sequence,previous_trade_exchange_time_ms,latest_trade_age_ms_by_exchange_time,next_l2_event_sequence,next_l2_exchange_time_ms,next_l2_delta_ms_by_exchange_time,next_trade_event_sequence,next_trade_exchange_time_ms,next_trade_delta_ms_by_exchange_time,local_receive_ordering_status,exchange_time_ordering_status,bbo_history_count_proxy_from_candidate_events,bbo_history_span_ms_proxy,freshness_source,fresh_touch_evidence_status,top_reset_status,skip_reason
540,trades,1782283643872,1782283644143561408,1082,1060.767742,False,539,1782283642790,1082,538,1782283641040,2832,544,1782283648174,4302,541,1782283644208,336,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,101,537640,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
541,trades,1782283644208,1782283644422442455,336,278.881047,False,539,1782283642790,1418,540,1782283643872,336,544,1782283648174,3966,542,1782283645033,825,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,101,537976,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
542,trades,1782283645033,1782283645295394098,825,872.951643,False,539,1782283642790,2243,541,1782283644208,825,544,1782283648174,3141,543,1782283646179,1146,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,101,538801,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
543,trades,1782283646179,1782283646437147410,1146,1141.753312,False,539,1782283642790,3389,542,1782283645033,1146,544,1782283648174,1995,545,1782283648984,2805,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,101,539947,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
544,l2Book,1782283648174,1782283648480819020,1995,2043.67161,False,539,1782283642790,5384,543,1782283646179,1995,550,1782283653528,5354,545,1782283648984,810,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,102,541942,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
545,trades,1782283648984,1782283649166635540,810,685.81652,False,544,1782283648174,810,543,1782283646179,2805,550,1782283653528,4544,546,1782283649052,68,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,102,542752,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
546,trades,1782283649052,1782283649327104791,68,160.469251,False,544,1782283648174,878,545,1782283648984,68,550,1782283653528,4476,547,1782283651353,2301,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,102,542820,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
547,trades,1782283651353,1782283651614789309,2301,2287.684518,False,544,1782283648174,3179,546,1782283649052,2301,550,1782283653528,2175,548,1782283651422,69,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,102,545121,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
548,trades,1782283651422,1782283651639477867,69,24.688558,False,544,1782283648174,3248,547,1782283651353,69,550,1782283653528,2106,549,1782283652089,667,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,102,545190,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
549,trades,1782283652089,1782283652456209432,667,816.731565,False,544,1782283648174,3915,548,1782283651422,667,550,1782283653528,1439,551,1782283658037,5948,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,102,545857,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
550,l2Book,1782283653528,1782283653807073887,1439,1350.864455,False,544,1782283648174,5354,549,1782283652089,1439,552,1782283658913,5385,551,1782283658037,4509,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,103,547296,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
551,trades,1782283658037,1782283658259426747,4509,4452.35286,False,550,1782283653528,4509,549,1782283652089,5948,552,1782283658913,876,553,1782283660469,2432,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,103,551805,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
552,l2Book,1782283658913,1782283659219417227,876,959.99048,False,550,1782283653528,5385,551,1782283658037,876,556,1782283664387,5474,553,1782283660469,1556,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,104,552681,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
553,trades,1782283660469,1782283660653490164,1556,1434.072937,False,552,1782283658913,1556,551,1782283658037,2432,556,1782283664387,3918,554,1782283663497,3028,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,104,554237,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
554,trades,1782283663497,1782283663684772663,3028,3031.282499,False,552,1782283658913,4584,553,1782283660469,3028,556,1782283664387,890,555,1782283664036,539,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,104,557265,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
555,trades,1782283664036,1782283664281552444,539,596.779781,False,552,1782283658913,5123,554,1782283663497,539,556,1782283664387,351,557,1782283664520,484,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,104,557804,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
556,l2Book,1782283664387,1782283664676044874,351,394.49243,False,552,1782283658913,5474,555,1782283664036,351,566,1782283669889,5502,557,1782283664520,133,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,558155,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
557,trades,1782283664520,1782283664789276546,133,113.231672,False,556,1782283664387,133,555,1782283664036,484,566,1782283669889,5369,558,1782283665874,1354,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,558288,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
558,trades,1782283665874,1782283666070963604,1354,1281.687058,False,556,1782283664387,1487,557,1782283664520,1354,566,1782283669889,4015,559,1782283666275,401,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,559642,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
559,trades,1782283666275,1782283666474314035,401,403.350431,False,556,1782283664387,1888,558,1782283665874,401,566,1782283669889,3614,560,1782283666817,542,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,560043,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
560,trades,1782283666817,1782283667037009787,542,562.695752,False,556,1782283664387,2430,559,1782283666275,542,566,1782283669889,3072,561,1782283666884,67,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,560585,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
561,trades,1782283666884,1782283667089200087,67,52.1903,False,556,1782283664387,2497,560,1782283666817,67,566,1782283669889,3005,562,1782283666947,63,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,560652,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
562,trades,1782283666947,1782283667149085971,63,59.885884,False,556,1782283664387,2560,561,1782283666884,63,566,1782283669889,2942,563,1782283668009,1062,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,560715,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
563,trades,1782283668009,1782283668275969555,1062,1126.883584,False,556,1782283664387,3622,562,1782283666947,1062,566,1782283669889,1880,564,1782283669104,1095,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,561777,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
564,trades,1782283669104,1782283669313830748,1095,1037.861193,False,556,1782283664387,4717,563,1782283668009,1095,566,1782283669889,785,565,1782283669731,627,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,562872,real_bbo_history_touch_stability,pass,reset_supported,outside_quality_a_b_queue_bands
565,trades,1782283669731,1782283669947554861,627,633.724113,False,556,1782283664387,5344,564,1782283669104,627,566,1782283669889,158,567,1782283670214,483,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,105,563499,real_bbo_history_stale,block,reset_supported,missing_touch_freshness_or_queue_reset_evidence
566,l2Book,1782283669889,1782283670270748085,158,323.193224,False,556,1782283664387,5502,565,1782283669731,158,574,1782283675324,5435,567,1782283670214,325,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,563657,real_bbo_history_insufficient,block,missing,missing_touch_freshness_or_queue_reset_evidence
567,trades,1782283670214,1782283670427876582,325,157.128497,False,566,1782283669889,325,565,1782283669731,483,574,1782283675324,5110,568,1782283670838,624,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,563982,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
568,trades,1782283670838,1782283671055993223,624,628.116641,False,566,1782283669889,949,567,1782283670214,624,574,1782283675324,4486,569,1782283670897,59,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,564606,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
569,trades,1782283670897,1782283671099574310,59,43.581087,False,566,1782283669889,1008,568,1782283670838,59,574,1782283675324,4427,570,1782283671030,133,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,564665,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
570,trades,1782283671030,1782283671336567033,133,236.992723,False,566,1782283669889,1141,569,1782283670897,133,574,1782283675324,4294,571,1782283672455,1425,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,564798,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
571,trades,1782283672455,1782283672707365194,1425,1370.798161,False,566,1782283669889,2566,570,1782283671030,1425,574,1782283675324,2869,572,1782283674718,2263,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,566223,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
572,trades,1782283674718,1782283674904628791,2263,2197.263597,False,566,1782283669889,4829,571,1782283672455,2263,574,1782283675324,606,573,1782283675055,337,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,568486,real_bbo_history_touch_stability,pass,missing,outside_quality_a_b_queue_bands
573,trades,1782283675055,1782283675315334822,337,410.706031,False,566,1782283669889,5166,572,1782283674718,337,574,1782283675324,269,575,1782283679062,4007,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,106,568823,real_bbo_history_stale,block,missing,missing_touch_freshness_or_queue_reset_evidence
574,l2Book,1782283675324,1782283675607856639,269,292.521817,False,566,1782283669889,5435,573,1782283675055,269,576,1782283680761,5437,575,1782283679062,3738,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,107,569092,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
575,trades,1782283679062,1782283679306215332,3738,3698.358693,False,574,1782283675324,3738,573,1782283675055,4007,576,1782283680761,1699,577,1782283680849,1787,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,107,572830,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
576,l2Book,1782283680761,1782283681066851184,1699,1760.635852,False,574,1782283675324,5437,575,1782283679062,1699,578,1782283686188,5427,577,1782283680849,88,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,108,574529,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
577,trades,1782283680849,1782283681149857105,88,83.005921,False,576,1782283680761,88,575,1782283679062,1787,578,1782283686188,5339,579,1782283687013,6164,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,108,574617,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
578,l2Book,1782283686188,1782283686505970507,5339,5356.113402,False,576,1782283680761,5427,577,1782283680849,5339,583,1782283691540,5352,579,1782283687013,825,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,109,579956,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
579,trades,1782283687013,1782283687247617552,825,741.647045,False,578,1782283686188,825,577,1782283680849,6164,583,1782283691540,4527,580,1782283688022,1009,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,109,580781,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
