inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,rows_before,rows_after,rows_delta,fills_before,fills_after,fills_delta,sample_count_before,sample_count_after,sample_count_delta,fill_sample_count_before,fill_sample_count_after,fill_sample_count_delta,fill_rate_before,fill_rate_after,fill_rate_delta,clean_only_fill_mass_before,clean_only_fill_mass_after,clean_only_fill_mass_delta,side_adjusted_markout_5000ms_mean_before,side_adjusted_markout_5000ms_mean_after,spread_capture_ticks_mean_before,spread_capture_ticks_mean_after,fee_adjusted_spread_capture_ticks_mean_before,fee_adjusted_spread_capture_ticks_mean_after,fill_after_cancel_rate_before,fill_after_cancel_rate_after,inventory_increasing_fill_rate_before,inventory_increasing_fill_rate_after,inventory_reducing_fill_rate_before,inventory_reducing_fill_rate_after,post_only_risk_rows_before,post_only_risk_rows_after,reject_throttle_churn_rows_before,reject_throttle_churn_rows_after,verdict_before,verdict_after,flow_class,flow_note
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,14,15,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,14,15,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,9,10,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,9,10,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,14,15,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,14,15,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,9,10,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,9,10,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,3,4,1,1,1,0,2,3,1,1,1,0,0.333333,0.25,-0.083333,,,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,3,4,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,4,1,1,1,0,2,3,1,1,1,0,0.333333,0.25,-0.083333,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,3,4,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,accepted_set,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,39,40,1,1,1,0,7,8,1,1,1,0,0.025641,0.025,-0.000641,,,0,609.5,609.5,80.5,80.5,80.5,80.5,1,1,0,0,1,1,0,0,39,40,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,37,38,1,1,1,0,6,7,1,1,1,0,0.027027,0.026316,-0.000711,1,1,0,609.5,609.5,80.5,80.5,80.5,80.5,1,1,0,0,1,1,0,0,37,38,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,38,39,1,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,38,39,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,36,37,1,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,36,37,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,3,4,1,1,1,0,2,3,1,1,1,0,0.333333,0.25,-0.083333,,,0,,,-9.5,-9.5,-9.5,-9.5,0,0,0,0,1,1,0,0,3,4,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,4,1,1,1,0,2,3,1,1,1,0,0.333333,0.25,-0.083333,1,1,0,,,-9.5,-9.5,-9.5,-9.5,0,0,0,0,1,1,0,0,3,4,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,accepted_set,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,no_fill,fill_after_cancel_sensitivity,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,3,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,2,3,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,6,7,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,7,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,16,17,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,16,17,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,14,15,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,14,15,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,16,17,1,0,0,0,4,5,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,16,17,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,14,15,1,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,14,15,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,7,8,1,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,6,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,5,6,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,7,8,1,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,5,6,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,5,6,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,11,12,1,1,1,0,6,7,1,1,1,0,0.090909,0.083333,-0.007576,,,0,,,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,11,12,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,9,1,1,1,0,5,6,1,1,1,0,0.125,0.111111,-0.013889,1,1,0,,,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,8,9,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,10,11,1,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,10,11,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,7,8,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,7,8,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,33,34,1,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,33,34,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,32,33,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,32,33,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,33,34,1,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,33,34,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,32,33,1,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,32,33,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,2,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
